1;erfasst;J;J;N
3;gepaged;J;J;N
10;undispatch;N;J;N
19;geplant;J;J;N
30;incomplete;J;J;N
39;gelesen;J;J;N
40;in Anfahrt;J;J;N
41;vor Ort;J;J;N
43;erledigt ohne FB;J;J;N
45;erledigt;J;J;N
90;vorgeplant;J;J;N
